directory,template,vsfiles,is_same,ASGard_completeness,generalization_completeness,ASGard_abstraction,generalization_abstraction,ASGard_variable_ratio,generalization_variable_ratio
javax.jms.JMSException, Template4, JMSException 2 vs 13, False, 0.20789355490680445, 0.71366395006069,0.125, 0.21052631578947367,0.05024509803921569, 0.20098039215686275
javax.jms.MessageConsumer, Template10, MessageConsumer 5 vs 41, False, 0.682488377617157, 0.9100308799076997,0.1, 0.008333333333333333,0.07662162952564777, 0.007662162952564778
javax.jms.MessageConsumer, Template11, MessageConsumer 29 vs 3, False, 0.8372015223014933, 0.9979526834104921,0.009345794392523364, 0.0,0.007751937984496124, 0.0
javax.jms.MessageConsumer, Template12, MessageConsumer 65 vs 63, False, 0.7975939849624061, 0.9264492753623188,0.03076923076923077, 0.013888888888888888,0.027071520029266508, 0.013535760014633254
javax.jms.MessageConsumer, Template2, MessageConsumer 33 vs 59, False, 0.6830231972204902, 0.838142150089596,0.11650485436893204, 0.07086614173228346,0.09116546762589928, 0.06837410071942446
javax.jms.MessageConsumer, Template3, MessageConsumer 51 vs 12, False, 0.613406063693064, 0.8877922311981306,0.12389380530973451, 0.018867924528301886,0.07671751141004084, 0.016439466730723037
javax.jms.MessageConsumer, Template5, MessageConsumer 28 vs 32, False, 0.6436527877248331, 0.8218600640381131,0.125, 0.06666666666666667,0.10263157894736842, 0.057730263157894736
javax.jms.MessageConsumer, Template6, MessageConsumer 10 vs 67, True, 0.8267782426778243, 0.998326359832636,0.0, 0.0,0.0, 0.0
javax.jms.MessageConsumer, Template8, MessageConsumer 13 vs 44, False, 0.7808036753348426, 0.9447660125190754,0.042105263157894736, 0.03418803418803419,0.033264320220841956, 0.033264320220841956
javax.jms.MessageConsumer, Template9, MessageConsumer 38 vs 47, False, 0.8032997977839798, 0.963212719253324,0.0136986301369863, 0.011111111111111112,0.010772616703347618, 0.010772616703347618
javax.jms.MessageProducer, Template1, MessageProducer 76 vs 54, False, 0.7497865550397877, 0.9073064689639638,0.038461538461538464, 0.03225806451612903,0.030952380952380953, 0.030952380952380953
javax.jms.MessageProducer, Template2, MessageProducer 14 vs 45, True, 0.8506760728982952, 0.9635508524397414,0.0, 0.0,0.0, 0.0
javax.jms.MessageProducer, Template3, MessageProducer 24 vs 12, True, 0.8500635324015248, 0.9974587039390089,0.0, 0.0,0.0, 0.0
javax.jms.MessageProducer, Template4, MessageProducer 73 vs 64, False, 0.7286799191401088, 0.9046487990306672,0.05825242718446602, 0.0390625,0.04558273381294964, 0.03798561151079137
javax.jms.TextMessage, Template1, TextMessage 20 vs 32, False, 0.47742433419957403, 0.6456375255229613,0.21428571428571427, 0.13333333333333333,0.13246425567703954, 0.08830950378469302
javax.jms.TextMessage, Template2, TextMessage 36 vs 62, False, 0.7849303814132664, 0.9306902452937821,0.059322033898305086, 0.032467532467532464,0.04516317016317016, 0.032259407259407256
javax.jms.TextMessage, Template3, TextMessage 10 vs 61, True, 0.841692789968652, 0.9968652037617555,0.0, 0.0,0.0, 0.0
javax.jms.TextMessage, Template4, TextMessage 59 vs 58, False, 0.799731797844214, 0.925941801792975,0.03076923076923077, 0.013888888888888888,0.027071520029266508, 0.013535760014633254
javax.jms.TextMessage, Template5, TextMessage 39 vs 27, False, 0.17445969444789466, 0.6475810458328158,0.125, 0.15625,0.02299154334038055, 0.11495771670190275
javax.jms.TextMessage, Template6, TextMessage 6 vs 46, False, 0.5453036832676792, 0.7997306952957818,0.1702127659574468, 0.08771929824561403,0.11805555555555555, 0.07378472222222222
javax.naming.Context, Template1, Context 1 vs 15, False, 0.7015011433770193, 0.9478598491726283,0.05333333333333334, 0.00909090909090909,0.034477656111275526, 0.008619414027818881
javax.naming.Context, Template2, Context 4 vs 14, False, 0.8116915391299142, 0.9653854622226247,0.0136986301369863, 0.011363636363636364,0.01101028433151845, 0.01101028433151845
javax.ws.rs.core.MediaType, Template10, MediaType 24 vs 22, False, 0.4290322580645161, 0.6036269430051814,0.38461538461538464, 0.26666666666666666,0.3333333333333333, 0.26666666666666666
javax.ws.rs.core.MediaType, Template1, MediaType 6 vs 13, False, 0.7161959322883465, 0.81905915639533,0.09803921568627451, 0.07547169811320754,0.08749239196591602, 0.0699939135727328
javax.ws.rs.core.MediaType, Template2, MediaType 19 vs 30, False, 0.20890923339982898, 0.2963807352522086,0.7, 0.3333333333333333,0.3333333333333333, 0.23809523809523808
javax.ws.rs.core.MediaType, Template3, MediaType 17 vs 3, False, 0.7502006317766584, 0.9421128798842258,0.061224489795918366, 0.0,0.05263157894736842, 0.0
javax.ws.rs.core.MediaType, Template4, MediaType 1 vs 18, True, 0.8772872636262514, 0.9978494623655914,0.0, 0.0,0.0, 0.0
javax.ws.rs.core.MediaType, Template5, MediaType 10 vs 7, True, 0.8685780680818993, 0.9964171929063275,0.0, 0.0,0.0, 0.0
javax.ws.rs.core.MediaType, Template6, MediaType 6 vs 13, False, 0.7161959322883465, 0.8206019209781894,0.09803921568627451, 0.07547169811320754,0.08749239196591602, 0.0699939135727328
javax.ws.rs.core.MediaType, Template7, MediaType 27 vs 26, False, 0.375, 0.7277484251168462,0.23076923076923078, 0.1,0.2863636363636364, 0.09545454545454546
javax.ws.rs.core.MediaType, Template8, MediaType 15 vs 14, False, 0.6064844936022555, 0.7727272727272727,0.23809523809523808, 0.17391304347826086,0.20833333333333334, 0.16666666666666666
javax.ws.rs.core.MediaType, Template9, MediaType 21 vs 20, False, 0.45024570024570026, 0.5609756097560976,0.3076923076923077, 0.3125,0.2426470588235294, 0.3033088235294118
javax.ws.rs.core.Response, Template10, Response 10 vs 28, False, 0.5912786680821664, 0.7412571564885496,0.2608695652173913, 0.12,0.21969696969696967, 0.10984848484848483
javax.ws.rs.core.Response, Template11, Response 13 vs 16, False, 0.6854221384156061, 0.8572916666666667,0.17073170731707318, 0.06382978723404255,0.14583333333333334, 0.0625
javax.ws.rs.core.Response, Template1, Response 11 vs 15, True, 0.775461584276355, 0.9036079698438342,0.0, 0.0,0.0, 0.0
javax.ws.rs.core.Response, Template3, Response 43 vs 23, False, 0.6000477195097449, 0.7783018867924528,0.2564102564102564, 0.14893617021276595,0.20833333333333334, 0.14583333333333334
javax.ws.rs.core.Response, Template4, Response 48 vs 6, True, 0.845598162660327, 0.9986458017408092,0.0, 0.0,0.0, 0.0
javax.ws.rs.core.Response, Template5, Response 25 vs 21, False, 0.3753917408547578, 0.5830971194447928,0.2916666666666667, 0.16666666666666666,0.20606060606060606, 0.1471861471861472
javax.ws.rs.core.Response, Template6, Response 31 vs 38, False, 0.3135288514961505, 0.46273056716646854,0.35294117647058826, 0.14705882352941177,0.2799188640973631, 0.11663286004056796
javax.ws.rs.core.Response, Template7, Response 42 vs 41, False, 0.7733863562309311, 0.894132155150999,0.023809523809523808, 0.020833333333333332,0.019960474308300395, 0.019960474308300395
javax.ws.rs.core.Response, Template8, Response 50 vs 49, False, 0.6514739789196311, 0.8489377470355731,0.14634146341463414, 0.06,0.11891679748822606, 0.05945839874411303
javax.ws.rs.core.Response, Template9, Response 26 vs 24, False, 0.6230779724436303, 0.9109469993797839,0.07894736842105263, 0.0196078431372549,0.05771365149833518, 0.019237883832778392
javax.ws.rs.core.UriBuilder, Template1, UriBuilder 3 vs 10, False, 0.6116071428571429, 0.7728531855955678,0.21428571428571427, 0.15151515151515152,0.18181818181818182, 0.15151515151515152
javax.ws.rs.core.UriBuilder, Template2, UriBuilder 28 vs 25, True, 0.7459546925566343, 0.9991909385113269,0.0, 0.0,0.0, 0.0
javax.ws.rs.core.UriBuilder, Template3, UriBuilder 14 vs 21, True, 0.8699376947040498, 0.9984423676012462,0.0, 0.0,0.0, 0.0
junit.framework.Assert, Template10, Assert 29 vs 28, False, 0.4743872253078966, 0.6282148031876359,0.2222222222222222, 0.09375,0.1471291866028708, 0.0735645933014354
junit.framework.Assert, Template11, Assert 25 vs 27, False, 0.4016231075536151, 0.8240386531181509,0.23076923076923078, 0.05263157894736842,0.15476190476190477, 0.051587301587301584
junit.framework.Assert, Template12, Assert 39 vs 40, False, 0.4044769360160445, 0.48820999577938184,0.08695652173913043, 0.06451612903225806,0.026190476190476188, 0.026190476190476188
junit.framework.Assert, Template13, Assert 48 vs 49, False, 0.4712478129134127, 0.7529872402167883,0.125, 0.1,0.08893280632411067, 0.08893280632411067
junit.framework.Assert, Template1, Assert 73 vs 74, False, 0.6718739042008556, 0.9198001118255521,0.11538461538461539, 0.03225806451612903,0.0967741935483871, 0.03225806451612903
junit.framework.Assert, Template2, Assert 32 vs 31, False, 0.5970052896830356, 0.7445875665215288,0.16, 0.10714285714285714,0.12310606060606061, 0.09232954545454546
junit.framework.Assert, Template3, Assert 44 vs 45, False, 0.49129123381337697, 0.7667105019998153,0.16363636363636364, 0.06153846153846154,0.12428571428571428, 0.05523809523809524
junit.framework.Assert, Template4, Assert 63 vs 64, False, 0.5282608695652173, 0.7865498905223647,0.16666666666666666, 0.05,0.135, 0.045
junit.framework.Assert, Template5, Assert 65 vs 66, False, 0.570596923192705, 0.7973421301841945,0.1836734693877551, 0.017857142857142856,0.14376267748478702, 0.015973630831643
junit.framework.Assert, Template7, Assert 43 vs 46, False, 0.4203771289537713, 0.7598849067599067,0.12903225806451613, 0.1,0.0892156862745098, 0.0892156862745098
junit.framework.Assert, Template9, Assert 57 vs 56, False, 0.6114570230607967, 0.9526519916142557,0.16666666666666666, 0.0,0.15, 0.0
org.andengine.engine.camera.Camera, Template1, Camera 7 vs 8, False, 0.6126889503938685, 0.7168831168831169,0.18181818181818182, 0.0,0.13859020310633213, 0.0
org.apache.catalina.connector.Response, Template1, Response 51 vs 24, False, 0.3709404553900768, 0.5862916595209513,0.2916666666666667, 0.1935483870967742,0.20606060606060606, 0.17662337662337663
org.apache.catalina.connector.Response, Template2, Response 48 vs 49, False, 0.6514739789196311, 0.8511198945981555,0.14634146341463414, 0.06,0.11891679748822606, 0.05945839874411303
org.apache.catalina.connector.Response, Template3, Response 27 vs 7, False, 0.5912786680821664, 0.7428196564885496,0.2608695652173913, 0.12,0.21969696969696967, 0.10984848484848483
org.apache.catalina.connector.Response, Template5, Response 25 vs 23, False, 0.6230779724436303, 0.9109469993797839,0.07894736842105263, 0.0196078431372549,0.05771365149833518, 0.019237883832778392
org.apache.hadoop.fs.FileSystem, Template2, FileSystem 3 vs 1, True, 0.8209606986899564, 0.9993761696818465,0.0, 0.0,0.0, 0.0
org.apache.hadoop.fs.Path, Template1, Path 6 vs 3, True, 0.8621700879765396, 0.9970674486803519,0.0, 0.0,0.0, 0.0
org.apache.hadoop.fs.Path, Template2, Path 15 vs 19, False, 0.47977528089887644, 0.7576629609307282,0.46774193548387094, 0.07017543859649122,0.4465766406064913, 0.061596778014688464
org.apache.hadoop.fs.Path, Template3, Path 27 vs 18, False, 0.5690493736182757, 0.9059880797168933,0.2037037037037037, 0.017543859649122806,0.18154761904761904, 0.016504329004329004
org.apache.hadoop.fs.Path, Template4, Path 4 vs 7, False, 0.7748344370860927, 0.9834437086092715,0.047619047619047616, 0.0,0.038461538461538464, 0.0
org.apache.hadoop.fs.Path, Template5, Path 12 vs 28, False, 0.5332908135990776, 0.7094804203614424,0.2804878048780488, 0.06172839506172839,0.21746498974221745, 0.047274997770047275
org.apache.hadoop.fs.Path, Template6, Path 24 vs 17, False, 0.5538194444444444, 0.8288431569969154,0.2653061224489796, 0.043478260869565216,0.25264150943396224, 0.038867924528301886
org.apache.hadoop.fs.Path, Template7, Path 9 vs 10, True, 0.8236069115213809, 0.9980332160314822,0.0, 0.0,0.0, 0.0
org.apache.hadoop.io.Text, Template10, Text 23 vs 13, True, 0.797153024911032, 0.99644128113879,0.0, 0.0,0.0, 0.0
org.apache.hadoop.io.Text, Template1, Text 19 vs 9, True, 0.844366668204253, 0.9986849793194643,0.0, 0.0,0.0, 0.0
org.apache.hadoop.io.Text, Template2, Text 18 vs 8, True, 0.7715498650138181, 0.9985871268799111,0.0, 0.0,0.0, 0.0
org.apache.hadoop.io.Text, Template4, Text 2 vs 3, True, 0.8314711359404097, 0.9990689013035382,0.0, 0.0,0.0, 0.0
org.apache.hadoop.io.Text, Template5, Text 10 vs 11, False, 0.5328901933701657, 0.7912162162162162,0.1935483870967742, 0.12307692307692308,0.1644144144144144, 0.10960960960960961
org.apache.hadoop.io.Text, Template6, Text 16 vs 26, True, 0.843710292249047, 0.9974587039390089,0.0, 0.0,0.0, 0.0
org.apache.hadoop.io.Text, Template7, Text 17 vs 7, True, 0.8000017558337577, 0.9955577405931206,0.0, 0.0,0.0, 0.0
org.apache.hadoop.io.Text, Template8, Text 12 vs 22, True, 0.8305882352941176, 0.9976470588235294,0.0, 0.0,0.0, 0.0
org.apache.hadoop.io.Text, Template9, Text 25 vs 15, True, 0.7921225382932167, 0.9956236323851203,0.0, 0.0,0.0, 0.0
org.apache.mahout.math.DenseVector, Template1, DenseVector 6 vs 5, False, 0.5568961818961818, 0.855642609679358,0.07352941176470588, 0.025974025974025976,0.06274509803921569, 0.025098039215686277
org.apache.mahout.math.DenseVector, Template2, DenseVector 9 vs 8, False, 0.5563922704911198, 0.9115824261561449,0.1896551724137931, 0.0,0.16802705223880599, 0.0
org.apache.mahout.math.DenseVector, Template3, DenseVector 6 vs 7, False, 0.7475609175709119, 0.9216152019002375,0.03278688524590164, 0.02666666666666667,0.02666666666666667, 0.02666666666666667
org.apache.mahout.math.DenseVector, Template4, DenseVector 1 vs 3, False, 0.6356459187540182, 0.870217916901533,0.17073170731707318, 0.011235955056179775,0.1451751558134537, 0.010369653986675264
org.restlet.data.Form, Template1, Form 2 vs 12, True, 0.7170513003472576, 0.9622127989235694,0.0, 0.0,0.0, 0.0
org.restlet.data.Form, Template2, Form 15 vs 1, True, 0.5425408988627379, 0.9383476251292343,0.0, 0.0,0.0, 0.0
org.restlet.data.Form, Template3, Form 4 vs 3, True, 0.8012738853503185, 0.98989898989899,0.0, 0.0,0.0, 0.0
org.restlet.data.MediaType, Template1, MediaType 19 vs 18, False, 0.6064844936022555, 0.7727272727272727,0.23809523809523808, 0.17391304347826086,0.20833333333333334, 0.16666666666666666
org.restlet.data.MediaType, Template2, MediaType 5 vs 3, False, 0.7740161321036194, 0.9769423037495326,0.0, 0.011494252873563218,0.0, 0.011766334440753045
org.restlet.data.MediaType, Template3, MediaType 1 vs 22, True, 0.8772872636262514, 0.9967718761586948,0.0, 0.0,0.0, 0.0
org.restlet.data.MediaType, Template4, MediaType 10 vs 13, True, 0.8687350835322196, 0.9976133651551312,0.0, 0.0,0.0, 0.0
org.restlet.data.Protocol, Template1, Protocol 33 vs 18, False, 0.5326799155249905, 0.7071005917159763,0.32, 0.1,0.271264367816092, 0.10172413793103449
org.restlet.data.Protocol, Template2, Protocol 4 vs 7, False, 0.7036350037397158, 0.8681376215407629,0.06666666666666667, 0.0,0.05733005733005733, 0.0
org.restlet.data.Protocol, Template3, Protocol 13 vs 8, True, 0.53315388559291, 0.9309895261114773,0.0, 0.0,0.0, 0.0
org.restlet.data.Protocol, Template4, Protocol 9 vs 10, True, 0.5900124102951492, 0.9407678195651001,0.0, 0.0,0.0, 0.0
org.restlet.data.Protocol, Template5, Protocol 12 vs 11, True, 0.6252587991718426, 0.94824016563147,0.0, 0.0,0.0, 0.0
org.restlet.data.Protocol, Template6, Protocol 13 vs 15, False, 0.664497083511168, 0.8154205607476636,0.14285714285714285, 0.09090909090909091,0.13068181818181818, 0.08712121212121213
org.restlet.data.Status, Template1, Status 11 vs 3, True, 0.7144174986508365, 0.962351592012952,0.0, 0.0,0.0, 0.0
org.restlet.data.Status, Template2, Status 12 vs 4, True, 0.6364538197518209, 0.9834630350194553,0.0, 0.0,0.0, 0.0
org.restlet.data.Status, Template3, Status 6 vs 5, True, 0.8134171907756813, 0.991675338189386,0.0, 0.0,0.0, 0.0
org.restlet.data.Status, Template4, Status 7 vs 2, False, 0.25598086124401914, 0.3603801169590643,0.4166666666666667, 0.45454545454545453,0.29411764705882354, 0.29411764705882354
org.restlet.data.Status, Template5, Status 9 vs 8, True, 0.8722891566265061, 0.9975903614457832,0.0, 0.0,0.0, 0.0
org.restlet.representation.Representation, Template1, Representation 19 vs 15, True, 0.8632075471698113, 0.9976415094339622,0.0, 0.0,0.0, 0.0
org.restlet.representation.Representation, Template2, Representation 3 vs 5, False, 0.2478680844343844, 0.3097948743668188,0.625, 0.47058823529411764,0.4464285714285714, 0.3571428571428571
org.restlet.representation.Representation, Template3, Representation 4 vs 8, True, 0.8076923076923077, 0.9917440660474717,0.0, 0.0,0.0, 0.0
org.restlet.representation.Representation, Template4, Representation 22 vs 24, True, 0.8395802098950524, 0.9985007496251874,0.0, 0.0,0.0, 0.0
org.restlet.resource.ClientResource, Template1, ClientResource 17 vs 11, False, 0.5828035919200014, 0.8075116150058942,0.17647058823529413, 0.09523809523809523,0.14285714285714285, 0.09523809523809523
org.restlet.resource.ClientResource, Template2, ClientResource 12 vs 15, False, 0.7994423040334856, 0.9512937595129376,0.07272727272727272, 0.015873015873015872,0.06350806451612903, 0.015877016129032258
org.restlet.resource.ClientResource, Template3, ClientResource 19 vs 22, True, 0.8444444444444444, 0.9936507936507937,0.0, 0.0,0.0, 0.0
org.restlet.resource.ClientResource, Template4, ClientResource 18 vs 23, False, 0.7467414938003174, 0.918563292136602,0.030303030303030304, 0.02631578947368421,0.02541827541827542, 0.02541827541827542
org.restlet.resource.ClientResource, Template5, ClientResource 31 vs 34, False, 0.27378435517970406, 0.474128073184677,0.46875, 0.19230769230769232,0.3758844339622641, 0.1252948113207547
org.restlet.resource.ClientResource, Template6, ClientResource 14 vs 46, False, 0.811563053527455, 0.8938460997149995,0.06382978723404255, 0.057692307692307696,0.05660377358490566, 0.05660377358490566
org.restlet.resource.ClientResource, Template7, ClientResource 20 vs 27, True, 0.8632075471698113, 0.9976415094339622,0.0, 0.0,0.0, 0.0
org.restlet.resource.ClientResource, Template8, ClientResource 49 vs 41, False, 0.46393301846285956, 0.5558418014407709,0.22727272727272727, 0.19230769230769232,0.11237373737373738, 0.11237373737373738
org.restlet.resource.ClientResource, Template9, ClientResource 16 vs 32, False, 0.2741046831955923, 0.33333333333333337,0.72, 0.5238095238095238,0.6428571428571429, 0.39285714285714285
org.restlet.Server, Template1, Server 1 vs 4, False, 0.5946716564198521, 0.8366309847620719,0.07407407407407407, 0.012987012987012988,0.04961948249619483, 0.012404870624048707
org.restlet.Server, Template2, Server 9 vs 10, True, 0.536055414050468, 0.9306139675393911,0.0, 0.0,0.0, 0.0
org.springframework.http.HttpMethod, Template1, HttpMethod 15 vs 14, False, 0.6787967603364955, 0.7996794871794872,0.17391304347826086, 0.12,0.1610305958132045, 0.12077294685990338
org.springframework.http.HttpMethod, Template2, HttpMethod 8 vs 9, False, 0.7586849947130636, 0.823049001814882,0.15151515151515152, 0.1282051282051282,0.13392857142857142, 0.13392857142857142
org.springframework.http.HttpMethod, Template3, HttpMethod 12 vs 11, False, 0.7789975279729379, 0.8784046692607004,0.12903225806451613, 0.08333333333333333,0.11145510835913312, 0.08359133126934984
org.springframework.http.HttpMethod, Template4, HttpMethod 17 vs 18, False, 0.5278059214229427, 0.6570608041196278,0.23529411764705882, 0.2,0.23859649122807017, 0.17894736842105263
org.springframework.http.HttpMethod, Template5, HttpMethod 3 vs 1, False, 0.7819459800979308, 0.8804780876494024,0.13333333333333333, 0.08571428571428572,0.11616161616161616, 0.08712121212121213
org.springframework.http.MediaType, Template1, MediaType 10 vs 13, False, 0.23820773051176852, 0.22028546619686978,0.7058823529411765, 0.6,0.45789473684210524, 0.45789473684210524
org.springframework.http.MediaType, Template2, MediaType 1 vs 3, False, 0.45905102372440687, 0.6412512375051895,0.4, 0.36363636363636365,0.3666666666666667, 0.3666666666666667
org.springframework.http.MediaType, Template3, MediaType 7 vs 3, False, 0.27671580937749285, 0.38312110379058706,0.5, 0.2857142857142857,0.26666666666666666, 0.13333333333333333
org.springframework.util.Assert, Template1, Assert 5 vs 6, False, 0.4710314840530881, 0.6431579666264484,0.2222222222222222, 0.09375,0.1471291866028708, 0.0735645933014354
org.springframework.util.Assert, Template2, Assert 23 vs 8, False, 0.21685956790123456, 0.2930340296495957,0.625, 0.55,0.37433155080213903, 0.27450980392156865
org.springframework.util.Assert, Template3, Assert 42 vs 43, False, 0.570596923192705, 0.7973421301841945,0.1836734693877551, 0.017857142857142856,0.14376267748478702, 0.015973630831643
org.springframework.util.Assert, Template4, Assert 20 vs 38, False, 0.2429459009881325, 0.2485466466076039,0.625, 0.4375,0.36191860465116277, 0.3377906976744186
org.springframework.util.Assert, Template5, Assert 15 vs 34, False, 0.6201128031584885, 0.802110552763819,0.16666666666666666, 0.1,0.15, 0.1
org.springframework.util.Assert, Template6, Assert 22 vs 21, False, 0.5755134378729885, 0.7818976279650437,0.15217391304347827, 0.0625,0.12413684871311989, 0.0532015065913371
org.w3c.dom.Document, Template1, Document 10 vs 8, True, 0.6999476446730111, 0.9700475616113953,0.0, 0.0,0.0, 0.0
org.w3c.dom.Document, Template2, Document 16 vs 7, True, 0.831879280937813, 0.9982551371253756,0.0, 0.0,0.0, 0.0
org.w3c.dom.Document, Template3, Document 12 vs 8, True, 0.6992127910975513, 0.9700790074686747,0.0, 0.0,0.0, 0.0
org.w3c.dom.Document, Template4, Document 15 vs 14, False, 0.6690538156475083, 0.7554937495086091,0.1111111111111111, 0.06521739130434782,0.08684210526315789, 0.05789473684210526
twitter4j.TwitterException, Template11, TwitterException 89 vs 66, False, 0.4913382709007167, 0.7047519029154101,0.2537313432835821, 0.12987012987012986,0.17989921612541993, 0.10582306830907054
twitter4j.TwitterException, Template15, TwitterException 29 vs 35, False, 0.6538193342742626, 0.9062323803688589,0.022222222222222223, 0.0,0.015267175572519083, 0.0
twitter4j.TwitterException, Template1, TwitterException 81 vs 25, False, 0.4980624533499349, 0.7536407970090405,0.12658227848101267, 0.047619047619047616,0.08083441981747067, 0.04041720990873533
twitter4j.TwitterException, Template8, TwitterException 40 vs 1, False, 0.6193340452941148, 0.8477026494199755,0.05319148936170213, 0.007692307692307693,0.03333333333333333, 0.006666666666666667
twitter4j.Twitter, Template10, Twitter 51 vs 2, False, 0.692182402270195, 0.9175556070468729,0.019417475728155338, 0.0,0.015151515151515152, 0.0
twitter4j.Twitter, Template11, Twitter 67 vs 8, False, 0.5043957787024944, 0.7000248053539067,0.25, 0.12857142857142856,0.16862447896930655, 0.10117468738158393
twitter4j.Twitter, Template12, Twitter 1 vs 35, False, 0.6226934523809524, 0.8466970755693581,0.05319148936170213, 0.007692307692307693,0.03333333333333333, 0.006666666666666667
twitter4j.Twitter, Template13, Twitter 11 vs 44, False, 0.4799626517273576, 0.6143547355418262,0.2153846153846154, 0.1,0.13886997957794417, 0.07935427404453954
twitter4j.Twitter, Template14, Twitter 78 vs 75, False, 0.5884658454647256, 0.8891377379619261,0.05357142857142857, 0.0,0.03296703296703297, 0.0
twitter4j.Twitter, Template15, Twitter 34 vs 4, False, 0.6703954036517547, 0.9074809550560128,0.04, 0.0,0.030303030303030304, 0.0
twitter4j.Twitter, Template16, Twitter 27 vs 28, False, 0.41589334921120913, 0.4731869499532677,0.3220338983050847, 0.2903225806451613,0.22095878020416074, 0.20932937071973123
twitter4j.Twitter, Template18, Twitter 51 vs 58, False, 0.5915276916785519, 0.774566457282983,0.07228915662650602, 0.04504504504504504,0.04511533242876527, 0.03759611035730438
twitter4j.Twitter, Template1, Twitter 20 vs 12, False, 0.3986493574613166, 0.6473219698736185,0.23255813953488372, 0.020833333333333332,0.14772727272727273, 0.014772727272727272
twitter4j.Twitter, Template20, Twitter 29 vs 25, False, 0.6046652677815185, 0.7979710490361738,0.10416666666666667, 0.05263157894736842,0.067141312184571, 0.04028478731074261
twitter4j.Twitter, Template2, Twitter 31 vs 7, False, 0.6776933714059947, 0.8875846308568145,0.046875, 0.023529411764705882,0.03297101449275362, 0.021980676328502417
twitter4j.Twitter, Template3, Twitter 65 vs 53, False, 0.6135345427357087, 0.8332147093712929,0.12931034482758622, 0.03875968992248062,0.09967320261437909, 0.0332244008714597
twitter4j.Twitter, Template4, Twitter 48 vs 62, False, 0.5918002974037457, 0.7498633550357688,0.11764705882352941, 0.07017543859649122,0.08114035087719298, 0.054093567251461985
twitter4j.Twitter, Template5, Twitter 21 vs 17, False, 0.5782133909597502, 0.7563453596135234,0.1232876712328767, 0.06382978723404255,0.08609693877551021, 0.057397959183673464
twitter4j.Twitter, Template6, Twitter 40 vs 9, False, 0.6089808202504683, 0.886409668799863,0.05970149253731343, 0.02127659574468085,0.038834951456310676, 0.019417475728155338
twitter4j.Twitter, Template7, Twitter 68 vs 50, False, 0.6902320561252024, 0.9468570879497334,0.03488372093023256, 0.008771929824561403,0.02655075187969925, 0.008850250626566416
twitter4j.Twitter, Template8, Twitter 76 vs 56, False, 0.4943602432440818, 0.6938026635589256,0.2537313432835821, 0.10666666666666667,0.17989921612541993, 0.08465845464725644
twitter4j.Twitter, Template9, Twitter 26 vs 18, False, 0.5078662828513102, 0.7134683126935981,0.14925373134328357, 0.08695652173913043,0.08403949856432524, 0.06723159885146018
twitter4j.User, Template4, User 15 vs 14, False, 0.5726972604450796, 0.7739907132254475,0.07228915662650602, 0.04504504504504504,0.04511533242876527, 0.03759611035730438
